"Razer Basilisk X Hyperspeed Mouse da Gaming Wireless con Tecnologia HyperSpeed, Sensore Ottico 5G Razer, Autonomia Lunga della Batteria, 6 Pulsanti Programmabili, Nero","62,99 €"
"DREVO Tyrfing V2 Tastiera Meccanica Gaming 87 Tasti QWERTY US Layout RGB Backlit RGB Switch Blu, Nera","53,99 €"
"Razer Huntsman - Tastiera Premium con tasti Opto-Meccanici Razer (Attuazione Ottica, Barra Stabilizzatrice dei Tasti, Razer Synapse 3), Italiano Layout, Nero","109,99 €"
